PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,targets
-1.119253178135247,-0.5836121692151068,-3.9381552199337095,12.380773957389376,3.9822687376657497,5.57106127852631,0.550757026282407,7.547657965327408,2.5333532917287336,1.7497444838465472,-1.3862895871168608,2.485346945185984,1.1534618844807731,3.2739091145709205,-2.4392851725117692,2.435946224029649,-1.1299917957178987,0.8212912480891739,1.2474152722106924,0.5292024742482946,-2.324405070870571,0.06315672183598986,4.0886079186270194,2.204552144296632,0.5568745253815487,-0.18467542684059687,-1.056050808154859,-2.8331393637968882,-0.5277661443349071,-1.231215152919874,0.3313107813732667,-2.1067288710254704,1
-0.6494030737544692,0.376371958734744,-2.069875223063773,1.4246678140365423,2.7015501779646582,-1.7682584747058767,-0.17744503250415555,-2.3499306341605584,2.0978594040491023,-0.5040137297242568,-0.15497396314847675,1.7493471245155068,0.8159467105368295,-0.4785766511008971,2.616717952919129,-0.7769641934741834,0.4950249235171541,0.7765268503393853,-3.3063476629078,0.27661735543394705,0.34810451432846207,2.24651007040371,-0.4326181368609642,-0.6722639740473021,-0.27483441701470657,-1.7577576611980328,0.7715915972987261,1.1376350385117793,0.05472603867373421,0.43442441658718034,-0.013152825853031827,-0.6443745455382677,1
-0.9786042088089321,-0.8369066578455386,0.23019145188255183,0.1663920664670526,-0.060445092911624754,-0.06037483170105609,-0.44822109704636803,-0.949617693159181,0.585635018787391,0.5797428235210718,0.3191757588117427,0.4432096154379899,0.5262067480599291,-0.004772234253139791,0.2886806130236609,-0.44278529480740214,-0.5997567724631544,0.5663450670317008,0.349696648483468,0.13564692060985797,0.41351719423125216,-0.1917457929525117,0.6268385323252569,0.11263673848536158,-0.4747101086319878,-0.07532384007651581,-0.10661622169312414,0.5661978306637042,-0.5891659660587625,0.32099179667755695,0.08251623261793871,-0.2048632971711865,1
-0.9308461607355168,-0.26220929850936125,-3.37837812813229,8.79639026506153,2.4713554052873086,3.9303515728822678,-0.1496480485526093,2.1805524861463534,0.7732068552490325,-0.7786166759318974,0.49119091231797724,-2.517799146375021,-0.5460381717859993,-1.0422164342919895,0.038404372200267524,-0.8558772821456386,-1.1527644661396905,-0.7703132469775484,1.1989981397124014,-0.7617421261306587,2.652448680143782,-3.303495263808197,-3.2757329312432963,-0.016537806654465192,-1.0499313744635101,-0.06869557550191295,2.3533991383719473,2.27252303630515,0.39356405094133906,1.4630613185764365,-1.5101711346955777,1.393146242335814,1
-1.2383961057098145,-1.296586166072953,-1.1708777046349266,3.030187652016898,1.2510851533899343,0.7068339422686678,0.19840145612565574,0.35614976278642224,-0.36815765223099134,-0.30290882747886444,0.3213014869234697,-0.05127588472545701,-0.42380845511579573,-1.0145358544590868,0.6503143942357926,-0.47492759606421286,0.1520102216180806,0.11010115067689602,-0.48596462715590955,0.0395016004495198,0.8634464337315342,-0.8363377670124525,-1.4945441494949805,-0.8729528243918875,-0.3103976651136964,0.2111198379386489,0.4343333182021077,1.4531416013841438,-0.6618758287720312,1.8939105541556303,-0.3138968766508612,1.6001219184802853,1
-1.1458900997347032,-0.9989466947201983,-1.4229908408307435,3.1682796319782165,0.8473509524233185,0.4784553151486705,-0.026175176653074173,-0.3582420178319123,-1.4187103961056908,-0.27431162150315036,0.5567755877819572,-1.2050824939381015,-0.3092413458216509,-0.6651736364171489,0.240310968714875,-0.8164410453384702,0.41458303269556884,-0.24069061650865384,-0.09999134210034485,-0.3434425380739738,0.13285018907379773,0.4497287453304801,-1.0398160594930486,-0.4944154179125635,-0.1330081929882307,0.2596604960274706,-0.5943473093038794,0.7029226164268064,-0.42459605345757956,0.4447573105103365,-0.14131374596409702,0.220535120163668,1
-0.9667287103556276,-0.7597349709687032,-1.6527256422526664,4.897798336055962,2.0883182036075794,2.708425891959263,-0.02939773342975989,2.4243808703205483,2.061523770571081,-0.4035603822341652,-0.3576298098797241,1.2874839030525635,-0.5212261380815442,1.042258839419949,-0.733087569198383,1.5820743459761804,0.5857625109566589,-0.5777759544972254,0.12566403041039906,-0.02395261935078715,-0.9395912673544412,-0.8289782836437405,1.002041006673,0.4216265131714538,0.40543915858652757,1.0225824810905557,-0.673640148110131,-0.3596424176760995,-0.3631719018927361,-0.21508104318071303,1.2515809419217219,-1.4535804549838012,1
-1.2593461497966918,-1.5685060819629841,0.019972620573325467,0.3709459702930347,0.39058639034968773,0.016827696741443125,0.0089396603766731,-0.30315755148472934,-0.6818747518164909,0.11016075595186883,0.4227977825157579,0.21776916235918914,0.08789602437654956,-0.37914258567212883,0.5400462128901254,-0.20199260158955695,-0.006585162341145746,0.4130406193197505,-0.20457512688951332,0.3936239815541853,-0.2489930651814892,-0.13436542294889542,0.015511661734338001,0.04343671493416391,-0.2421061978784836,-0.39576483236910304,-0.47680211331093625,0.13260998327016096,-0.9016664952273663,0.7139857310626782,-0.16797432534995127,0.27183280737800103,1
-1.191126921979854,-1.662400303941858,0.8098384437669958,-0.5583974029214803,0.6376072116146971,0.912154502995302,-0.09562754684326885,-0.541228122082396,0.09618070205764427,-0.4380362556486288,0.010034072272039011,-0.31301290437085866,-0.13843284668906775,0.3321310491896664,-0.20709885695313732,0.3275538146403401,0.6840605844987526,-0.09947006051769744,0.14163222563608974,-0.30640694482398806,0.1294156306327996,-0.02714758903584698,-0.148109287396644,0.2331656658069107,0.03182157994146465,0.2206221794324844,-0.06835036146700282,-0.11305692914360298,0.049102019367094005,-0.5341047696752033,-0.5170899738491761,-0.2704645295910129,1
1.4351202907628993,6.419917864619141,-8.788518904734337,1.8948772550797879,-2.065058312021077,-2.844992455175998,1.9058163665837007,-6.044588455645051,0.41423789280143775,-3.014521199770319,-3.7629167905272753,10.092924785167586,6.1219337641291975,-0.9007915307709695,2.630126531620983,-4.423695545762466,2.095418021608352,-2.9288564008852336,0.5303975591228487,3.4976097847700087,-3.5057997320104457,-1.113231010599229,-2.569674186669121,-0.18594299680418847,1.8732400055044818,-2.727323665778948,0.062247740059612616,1.492859814745146,-1.4476940251676957,-0.302736622497876,0.94226232710956,-2.0839558828517535,1
-1.0690987100842695,-0.7127574096754926,-2.8672300115061073,6.898134692100891,1.8607107072957716,2.0851496053514533,0.20194623913645926,2.165483204835398,-0.4277964162669153,-0.2603069559548146,0.3800186270695666,-0.8504003522878778,0.017381019489965562,-0.9348983984575174,0.4761289944398521,-0.1397714101654007,-0.8121110616247853,-0.8812081454862125,-0.423027990691167,0.052269669815540015,0.006856380516531163,-2.364877420815505,-1.9411465769655174,-1.1273586519496699,-0.3914528913673142,0.3736380550704221,1.5310298400022704,0.7731140534927938,-0.4097838201045493,2.7151035332127567,0.7208624031421911,0.9953054513820272,1
