PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,fraud_reported_Y
1.1180906150428893,2.3800648390422325,-2.570519433485424,-2.1148732868646554,1.457757780619962,1.8194747755490956,3.824036189005788,0.4904354224329376,-1.608860759134238,0.6370769907443193,-2.3489284864648896,-2.811843720387633,-0.5312701630398285,-4.273222645979489,2.944390279554291,2.029464449077228,-0.44695080475913124,0.6275622491423625,3.0261935914821994,1.9106502814655357,1.487646187403718,-1.2946414534949187,-0.4797016866618716,0.804957265372121,-2.7434631883629983,-0.5375268788145088,0.006783737280599059,-3.1407772221667347,0.18071322010448584,0.6024337227677653,1.0181862211508053,-1.0761221647887893,True
-5.120136960946555,5.250133596575507,2.089676632368385,-1.160373619228689,-2.4994667792746053,-0.5345794546883728,-0.8325150934159008,-0.9203344204921263,-0.9820597199741121,-1.5503233092534046,3.249026018502277,1.5048351321510842,0.02055978020070932,-2.6207177585629013,-0.8446506367864486,0.31790360080623487,-3.450691991245766,0.7845361372084338,-1.44960442116686,-1.2765123531575788,-2.2450727203635266,3.3995324907811186,1.4301845088191711,-1.4252613348045977,-0.9683427136772029,-0.7209397003127271,-0.20337963733582493,1.863804493872546,-4.062452367103469,-1.3841199933631316,0.8783451053229892,-0.19962509407070742,True
-1.2686712412830963,-0.19564911296368467,0.19944393782973352,0.16394900973732868,-1.3271562802965178,3.275136350908556,-3.642422094886819,0.4867895664264445,1.3807695919433938,-1.2459059604991185,-0.9735009752234574,-2.5971390280412514,1.3845657230767259,1.3140623997913432,2.3220813579232433,0.3353224103565273,0.3147369978473914,4.140598853873206,2.001372069423196,-2.5852246202496234,-1.0261873269892254,1.173029208972984,3.2800053857986713,-0.02228296405647803,1.5660536082630532,1.3251570294142951,-0.8470505476312816,-0.3142837961975199,-1.5076522956039409,-0.29789020798686605,-2.1754824141266416,-2.356964587797312,False
-0.27674196773464005,1.1403169776318876,3.2091303549895223,2.7097121522156553,-0.057197035278710735,0.7218103837069829,0.5379765781101716,-2.0111417936566784,0.9229660382582551,1.7530765719172021,-1.7271536193432717,-1.0898613242394275,-4.455696347553588,1.3432196971064645,2.1529614098753553,-0.7321784169202342,-1.437344552185311,-0.6639816916530158,2.6301363889580838,0.8091856971737778,-4.961508317373861,-0.2649591565699291,1.294751241556362,-1.0090670831337174,-0.13428191406755233,-3.066241980124486,0.3128921915169917,0.09842615181466437,0.8140467566150291,-1.6199793925687564,0.3806873688285727,-1.4163904719903448,True
-4.433848244260004,2.1177464129280352,-0.6105595099700428,1.7311641302973433,-1.0149523042866224,0.41541019163710824,0.11605683391262041,-0.25154396208053176,0.04521445191005108,-0.5385073166531988,0.31273310089265116,-0.13554713631105045,-0.4372787411846154,0.9850269350210009,-1.4194328544877812,-2.1060526107542223,-0.08194881847704044,2.66924358970543,-1.2414095140828745,-1.678184894854149,-1.4912119229850527,-0.9645033732734132,3.654904745460172,-0.9007611719632517,2.1539659949637424,0.04462535687870417,1.23541153611475,1.3224114818831836,0.4560723043268071,-1.6594920433854667,2.055906420631081,0.4706786093614576,False
0.74251705042407,0.4496469291320971,-1.8522446166555362,-2.2835419199303475,-0.010549788272243949,3.478232150604077,4.210160993335381,0.21826842398741028,-3.0904637875071166,1.3565607705528406,-4.250594359634823,-0.4566799415331665,0.8567093957530644,0.8389426695430153,1.4874997007608934,-0.18388307707461612,0.7292577423528389,2.44881515788911,4.046995362431484,1.0940551333613453,1.577455153121931,0.6158335022395128,0.8105042401942919,0.03212386650397415,2.60502083204328,3.0010042763740845,0.8476277477789592,3.3995228603117402,-0.4150888799107129,0.4771877723573164,1.2118352019819898,-0.21605281867037826,True
1.0720484632255967,-2.5854055369196396,-1.1187270847900583,0.5398754098131583,0.156651968734119,0.41396864761471525,-1.4874274159384577,2.2315027296018566,-1.4213845622474566,-1.3749375112276863,-0.9311924146923131,1.1843746999387743,-2.0470894332857337,0.6129919992512756,-2.5012747455495785,0.46179245103730787,-2.290595815236163,-0.41667447331088475,0.3619362658579554,0.3842212523836696,-2.3862081148303886,-2.062630025978551,2.5081768214779667,0.9186140019943714,-1.8548698221085316,2.4621242878952847,1.7211827771634132,-0.6841943729684249,0.13566785441221305,-0.28482204895250296,0.7851945006312747,-1.454814061130919,False
0.20561505536688088,-0.7311718624951822,-2.9364829313027947,-2.218101866160822,2.5986801471572045,1.9631294079976795,-0.5000991304918367,-2.3820045379948684,2.6266075488596776,1.5519228549610182,0.1505180331256266,3.1851137462160963,-2.6110422313027017,-0.05610375313331466,0.3317676452941579,2.3525198228934134,-1.0642981960689906,0.08537183040638331,-1.20162093808951,1.4362538587711913,-1.5936423234151986,0.9685478309450652,-0.9101334324964685,-1.889027810775611,-1.5339452611705713,-0.9142750732193904,-0.19871236735713402,-0.5639337763548453,-2.7476683558394908,2.485086387746684,-3.269018678472362,0.7546090398983938,False
-1.9809052998836587,-3.1276106408798485,-2.0244273326188935,-0.5033663957761194,1.2708534404011664,-2.8134282750292283,1.310156602528139,-3.5611020121684667,-0.17822162507094708,-2.1940848684818035,2.501057121655296,-2.086559415566663,0.2553018788463255,-0.6876634227954352,0.0938129650799669,-1.1130715302107081,0.8524138527777604,0.590019863695456,0.47189535314415904,-3.6189586570822043,0.7772014888235678,-2.569080847934247,-2.315681764102155,0.511351744937378,-2.181365184132191,-0.858739243504888,-0.6636302948000871,-1.7188525005697397,4.1577060061428925,-0.07823946236538461,1.206295068319825,-0.8870600963935453,False
0.39122651929156393,1.7654891064692397,-1.7785605416498673,-0.8494090309623387,-0.5143054955862469,3.1353805220544007,4.424838634216669,1.3943307735930028,-0.4399438862512636,-0.7762504787121539,-4.3732676544506575,-2.1639526254710906,0.15894671048687464,-4.085518274906491,0.609134582729354,-2.8126877548264906,3.8981139126936495,1.2047239286952691,-0.7050039911205632,0.47170718105912823,-3.6850557954949017,-2.0328737305244267,-4.71005684852529,-3.3099816318077715,3.3556074859872878,-0.17652395318322633,0.3106054243679271,-1.3991529610132252,-0.04682258090321198,0.7340040685809817,-1.5727969369054586,-2.0966856004697894,False
